Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3AdjaH72Xz0SZvuvGCUPGp,"Lu","Top Secret","Micronica",2022-02-25,450602,18,false,bvalkin,2022-05-21T14:52:56Z,"minimal techno,dub techno","Micronica Records",0.813,0.787,1,-10.382,0,0.0705,0.0206,0.944,0.0795,0.409,125.003,4
spotify:track:4O6aFTVJScCFm8e2lQtIvJ,"Big Beat Manifesto","Big Beat Manifesto","Eden Burns",2020-09-25,470074,31,false,bvalkin,2023-12-22T01:14:55Z,"acid house","Public Possession",0.796,0.859,2,-10.003,1,0.0462,0.00205,0.759,0.264,0.557,126.025,4
spotify:track:2OrKZGAsORg56SoefEaQIL,"Energy","Disk 01","DiSKOP",2016-12-09,487622,21,false,bvalkin,2023-01-15T11:29:53Z,"acid techno,breakbeat,acid house,minimal techno","WHITELOOPS",0.807,0.732,7,-11.085,1,0.0897,0.00035,0.862,0.0946,0.537,126.018,4
spotify:track:5kbbzDiHg0XSE4VqRxT9IT,"Flight Pattern","Mushroom Valve","Urulu",2018-05-28,349640,33,false,bvalkin,2023-08-26T10:58:26Z,"lo-fi house","Voyage Recordings",0.804,0.779,1,-8.853,1,0.037,0.00007,0.844,0.0564,0.657,125.012,4
spotify:track:2BrAQ8ZyHrCSw2V3e9rIKu,"Paradox","Paradox","Techu",2023-07-21,438095,17,false,bvalkin,2023-08-27T08:59:42Z,"minimal techno,dub techno","Micronica Records",0.804,0.737,2,-9.719,1,0.0456,0.000781,0.855,0.103,0.175,126.022,4
spotify:track:4np6ktfmYb1UVgaIHiPYvz,"Report","Directions, Vol. 1","iO (Mulen)",2019-07-29,450484,21,false,bvalkin,2023-08-26T08:29:59Z,"minimal techno,dub techno","Berg Audio",0.805,0.904,4,-10.548,0,0.119,0.0019,0.912,0.119,0.427,127.997,4
spotify:track:1A7OnYJNwqgseSYf4cEJvW,"Into Magic","Futurist","Eric OS",2023-03-31,302036,22,false,bvalkin,2023-08-18T12:38:52Z,"acid house","Limousine Dream",0.794,0.785,10,-9.539,0,0.0666,0.00772,0.849,0.148,0.51,129.992,4
spotify:track:2PrGk1pYygqmIBMam2Zc7J,"Berlin Bound - Michael James Remix","Evolution","Phreaks of Visions;Michael James",2019-12-16,457324,0,false,bvalkin,2020-03-31T16:16:47Z,"minimal techno","Lolife",0.805,0.867,5,-8.011,1,0.0905,0.0256,0.921,0.0666,0.784,127.014,4
spotify:track:1aAyxL3KvCeK3XZtQzMU6B,"Luzern by Night","Space Camp","David Jach;F.eht",2019-06-14,390060,14,false,bvalkin,2019-12-03T14:09:40Z,"dub techno,minimal techno,lo-fi house","Samani",0.804,0.848,10,-8.468,0,0.0569,0.0491,0.851,0.0854,0.369,127.985,4
spotify:track:5tMX6pIl7lgZCWGgvSRZLs,"Riddle - Toman Remix","Riddle","Dimmish;Toman",2018-12-10,424402,25,false,bvalkin,2019-09-23T10:43:25Z,"tech house,minimal techno,latin house","No Art",0.809,0.825,6,-10.267,0,0.0567,0.00453,0.926,0.0971,0.257,127.005,4
spotify:track:2oasTbHMK6mhhb34viLKji,"Spacey","Twister E.P.","Dimmish",2019-07-08,449525,22,false,bvalkin,2019-09-23T11:00:34Z,"tech house,minimal techno","No Art",0.8,0.912,5,-9.246,0,0.144,0.000203,0.864,0.0388,0.756,126.044,4
spotify:track:70RRZIu8ytghwEvxGCpasV,"Released In Sodomy","Released In Sodomy","Dirty Culture",2018-12-20,487497,14,false,bvalkin,2019-09-27T14:03:58Z,"electro swing","Cyclic Records",0.808,0.72,1,-10.672,1,0.0797,0.000483,0.896,0.0936,0.64,126.009,4
spotify:track:1zLTeIJW4KSF0ioQxnMhAj,"Quattro, pt. 1","Quattro","Varhat",2016-12-14,495360,0,false,bvalkin,2019-11-01T14:32:13Z,"minimal techno","Howl",0.804,0.719,6,-10.61,1,0.0656,0.000162,0.93,0.0566,0.16,124.985,4
spotify:track:4KN5RYadecTTLJBaFFwZ8N,"Fantanized","Otopeni E.P.","Toman",2019-04-08,490338,21,false,bvalkin,2019-11-01T14:46:54Z,"tech house,latin house","No Art",0.81,0.933,11,-9.4,0,0.0615,0.000295,0.921,0.0648,0.723,126.007,4
spotify:track:1ym44V2e0InzzC5wdym3ZR,"Peace","P.O.D Records: 5 Years, Pt. 1","Politics Of Dancing",2019-08-02,399314,22,false,bvalkin,2020-02-10T19:42:31Z,"minimal techno","Politics Of Dancing Digital",0.809,0.769,8,-12.699,0,0.0717,0.00441,0.867,0.0484,0.592,125,4
spotify:track:4yTneOgOOoRI0HPdFMvZ06,"New Life","Little 'i'","Low",2012-09-05,432366,0,false,bvalkin,2019-09-01T08:08:21Z,"slowcore,krautrock","Foul and Sunk",0.817,0.7,10,-10.545,0,0.0472,0.066,0.923,0.102,0.262,124.887,4
spotify:track:6OdLEWF9bxRQbbiEMlLib7,"Obsession","Take Care","Subjoi",2018-09-07,332754,0,false,bvalkin,2019-09-01T08:10:01Z,"lo-fi house","Lost Palms",0.805,0.729,5,-9.499,0,0.0538,0.146,0.857,0.11,0.3,121.987,4
spotify:track:0b5qkcpPOpn6AlbTSSH7M5,"Pale Blue","Pale Blue EP","Diego Krause",2018-11-19,461904,0,false,bvalkin,2019-09-01T08:10:50Z,"minimal techno,dub techno","Rawax",0.812,0.782,2,-9.291,1,0.0579,0.000452,0.945,0.104,0.594,126.033,4
spotify:track:79c1jaR9PNfFzxJET7IfA4,"Heritage","Pale Blue EP","Diego Krause",2018-11-19,422857,0,false,bvalkin,2019-09-01T08:10:52Z,"minimal techno,dub techno","Rawax",0.809,0.689,8,-10.128,0,0.0887,0.0107,0.903,0.163,0.659,126.103,4
spotify:track:0RCY6Kjna5ppy2pMRbIwNW,"Calypso - Original Mix","Calypso (Original Mix)","Markus Homm",2018-06-22,468500,21,false,bvalkin,2019-09-01T08:10:58Z,"dub techno,tech house,deep house","Brise Records",0.813,0.758,4,-9.137,0,0.0663,0.0000499,0.92,0.101,0.177,122.988,4
spotify:track:4yKTlZ98KQO46zETZUisyk,"Holiday - Ben Rau Meta Remix","Holiday (Ben Rau Remixes)","Roy Ayers;Terri Wells;Ben Rau",2018-12-01,496500,24,false,bvalkin,2019-09-01T08:11:11Z,"jazz funk,acid jazz,funk,soul jazz,post-disco,philly soul,tech house,disco house","BBE Music",0.809,0.914,7,-7.344,1,0.0557,0.00275,0.886,0.101,0.452,125.997,4
spotify:track:2oX16KBDaFqWJN69cr64OD,"Abotha - Mihai Popoviciu Remix","Abotha","Benno Blome;Mihai Popoviciu",2015-11-16,409259,8,false,bvalkin,2019-09-01T08:11:28Z,"dub techno,tech house,minimal techno,deep house","Time Has Changed Records",0.811,0.672,9,-8.928,0,0.0672,0.000424,0.907,0.0733,0.381,122.003,4
spotify:track:6xoEETVITc1whBkUR5SgQl,"Mangrove - Original","Rack and Run EP","Nick Curly",2015-05-18,431500,0,false,bvalkin,2019-09-01T09:30:04Z,"tech house,deep house","8bit",0.846,0.914,6,-6.119,1,0.0407,0.0715,0.959,0.112,0.366,125.005,4
spotify:track:63nWJiMAQWODosjPh0SrqN,"E3","The Four Slip EP","Rich NxT;East End Dubs",2019-06-14,472440,0,false,bvalkin,2019-09-02T13:29:01Z,"tech house,minimal techno,house","Fuse London",0.808,0.678,6,-10.474,0,0.0631,0.000764,0.894,0.0952,0.638,127.002,4
spotify:track:3EOXdYMW3xP5Pe3Y210ceq,"Sunset","Va: 01","Schrill",2018-07-30,430380,17,false,bvalkin,2019-09-10T09:43:36Z,"lo-fi house,dub techno","Kooky Music",0.795,0.841,4,-7.858,0,0.047,0.000386,0.838,0.0683,0.335,125.999,4
spotify:track:0HfkevNDVBb1IIyfweYdbG,"Atlas","Reminders, Vol. 5","Chris Stussy",2019-07-12,368005,0,false,bvalkin,2019-09-10T09:58:28Z,"house,tech house","Talman Records",0.807,0.761,10,-12.369,0,0.0851,0.0286,0.868,0.102,0.84,125.923,4
spotify:track:6ZAkeXoKQI7uvDwFiLyTIS,"Megan - Original Mix","Megan","Stefano Andriezzi",2019-06-21,375937,12,false,bvalkin,2019-09-10T09:59:27Z,"minimal techno,acid techno","Deep Base Records",0.795,0.772,6,-11.797,0,0.0857,0.00873,0.839,0.11,0.615,127.978,4
spotify:track:3GAB0SXTWZLhS6eW2MC20W,"Air","Space Conquest","Janeret",2019-04-08,480000,0,false,bvalkin,2019-09-10T10:03:21Z,"dub techno,minimal techno,lo-fi house","Berg Audio",0.804,0.526,10,-11.803,0,0.0492,0.00054,0.85,0.0697,0.653,124.993,4
spotify:track:2qUN6Not37j4ZuCLfmUvZ7,"Equinoxe","Nation House: Chalutier du Havre","Janeret",2016-05-12,401574,0,false,bvalkin,2019-09-10T14:01:34Z,"dub techno,minimal techno,lo-fi house","La Chinerie",0.793,0.829,11,-9.999,0,0.087,0.00629,0.922,0.0811,0.442,127.026,4
spotify:track:1ObJvawdSHnZzxUIRAQKB5,"Varazslat","Second Chapter","Viktor Udvari",2017-06-19,460800,12,false,bvalkin,2019-09-10T16:13:32Z,"dub techno,minimal techno","CMOK",0.801,0.683,6,-9.53,0,0.0567,0.000799,0.739,0.0625,0.381,125.011,4
spotify:track:2uussxp8alwBGG1bzMkyqx,"SFX / ORY","SCENARIO#9","Sebo K",2018-02-23,397400,26,false,bvalkin,2019-09-11T07:24:50Z,"minimal techno,tech house","Scenario",0.804,0.762,1,-13.689,0,0.0747,0.09,0.867,0.0981,0.661,125.002,4
spotify:track:05XOD1DkUO2yWmjfqkR8t8,"Paradise (feat. Insight)","Paradise (feat. Insight)","Rossi.;Insight",2019-06-07,179527,41,false,bvalkin,2019-09-11T07:28:00Z,"house,tech house","SIKR",0.807,0.759,11,-8.111,0,0.15,0.0103,0.237,0.0993,0.349,127,4
spotify:track:5WDQOef6IXuDkLNm8sz2fi,"New Life","Little i EP","Fresh & Low",2018-07-23,432366,39,false,bvalkin,2019-09-17T09:19:42Z,"jazz house,lo-fi house,chicago house","Re:Fresh Musik",0.817,0.7,10,-10.545,0,0.0472,0.066,0.923,0.102,0.262,124.887,4
spotify:track:5nhzB671phAf95uaTpR6MN,"HONOLULU","HONOLULU","FEEL [IT]",2019-01-27,464516,0,false,bvalkin,2019-09-17T09:24:55Z,"","FEEL [IT]",0.806,0.827,7,-8.412,1,0.0496,0.0171,0.834,0.119,0.301,124.025,4
spotify:track:36fkLtiyMx9mxLMXjfc6Gs,"Polar","Oceanum","Ennio Skoto",2019-05-31,418560,0,false,bvalkin,2019-09-17T09:42:40Z,"minimal techno,tech house","Island Beats",0.812,0.703,1,-9.703,1,0.0524,0.00345,0.916,0.0633,0.556,124.995,4
spotify:track:3lUYwKKb7ZYxPcahaVuTbu,"Nothing in Particular","Atlantis","Jay Nortown",2019-07-12,373333,0,false,bvalkin,2019-09-17T09:43:04Z,"deep house","Island Beats",0.809,0.793,7,-10.139,1,0.0609,0.0233,0.872,0.173,0.526,126.006,4
spotify:track:4lle5Cc7FBdz0R8Eq7AKiG,"The Swindle","The Swindle","Mihai Popoviciu",2015-11-13,479201,0,false,bvalkin,2019-09-17T09:45:42Z,"dub techno,tech house,minimal techno,deep house","Poker Flat Recordings",0.809,0.687,4,-7.716,1,0.0779,0.000492,0.886,0.0615,0.712,122.005,4
spotify:track:046sZF14pXDXKXcgzg1Qgr,"Izé","Sláinte","Viktor Udvari",2018-05-07,393442,10,false,bvalkin,2019-09-22T09:22:15Z,"dub techno,minimal techno","Samani",0.813,0.671,5,-9.606,0,0.0492,0.000313,0.897,0.0691,0.474,122.018,4
spotify:track:00vaCgIzkWCHSl4vZeZevW,"Système Solaire","Systeme Solaire EP","Ben Rau",2019-07-26,489000,0,false,bvalkin,2019-09-23T10:42:39Z,"tech house,disco house","INKAL",0.807,0.826,4,-8.695,0,0.0569,0.189,0.857,0.154,0.378,125.003,4
spotify:track:5nUS4bSN0cFZB0knxyM4LZ,"Bass Control","Criminal Stuff","iO (Mulen)",2013-10-16,448683,21,false,bvalkin,2019-09-23T10:44:19Z,"minimal techno,dub techno","Artreform",0.825,0.757,6,-8.995,1,0.0456,0.0158,0.941,0.132,0.277,122.994,4
spotify:track:56dqdixcUAhGzQ7zGWPgns,"Out There","Out There EP","Ben Rau",2019-09-13,440000,0,false,bvalkin,2019-09-23T10:53:42Z,"tech house,disco house","INKAL",0.808,0.906,0,-6.994,1,0.0639,0.00101,0.869,0.0959,0.697,125.997,4
spotify:track:0WaGT9rmffNUjjGlWwDwMF,"Expand","Systeme Solaire EP","Ben Rau",2019-07-26,439500,0,false,bvalkin,2019-09-23T10:56:53Z,"tech house,disco house","INKAL",0.786,0.769,4,-8.655,0,0.103,0.0525,0.914,0.494,0.47,126.031,4
spotify:track:07QTvj3huGCcNZ5oONvyFu,"Brain Tornado","Double M EP","Dimmish",2019-03-18,416655,19,false,bvalkin,2019-09-23T11:00:49Z,"tech house,minimal techno","e1even records",0.812,0.859,0,-9.627,1,0.0866,0.000729,0.938,0.058,0.815,125,4
spotify:track:7yJ0CuqsZMHVItMQRLiid9,"Fury's Laughter - Extended Mix","Fury's Laughter (Extended Mix)","S.A.M.",2019-06-17,481158,29,false,bvalkin,2019-09-23T15:42:36Z,"tech house,house","Spinnin' Deep",0.733,0.736,6,-8.661,0,0.0645,0.00136,0.91,0.109,0.61,128.003,4
spotify:track:2bt2ZuMXfB7QbBBV1mJy0Z,"All Things Go - Original Mix","All Things Go EP","Emanuel Satie",2015-03-09,410216,28,false,bvalkin,2019-09-30T15:31:24Z,"melodic house,tech house","Gruuv",0.896,0.474,6,-6.618,1,0.0562,0.000546,0.52,0.0836,0.521,121.988,4
spotify:track:5NLTORqMlwLKIea310hHhX,"Rain","Musica Lunar","Prodot",2019-08-21,423679,8,false,bvalkin,2019-10-28T17:43:44Z,"minimal techno","Musica Lunar",0.789,0.813,1,-13.386,1,0.0607,0.00232,0.938,0.112,0.198,128.031,4
spotify:track:6XpVdfBQEz1cLM69OOuHcp,"Wink - No Rules (UK) Remix","Strix EP","Prodot;No Rules (UK)",2017-08-29,404516,9,false,bvalkin,2019-10-28T17:48:25Z,"minimal techno,tech house","Ladeep",0.799,0.965,1,-10.083,1,0.0742,0.0434,0.917,0.0883,0.335,124.045,4
spotify:track:4ltjZhKhGKwQWiriY3GsF1,"Brick","Neue","Prodot",2018-12-10,455744,8,false,bvalkin,2019-10-28T17:48:56Z,"minimal techno","Rationalism Records",0.802,0.551,6,-10.503,0,0.114,0.0131,0.902,0.108,0.491,128.02,4
spotify:track:69z0RFU38FlguC3OqjRO0u,"Alright","Alright","S.A.M.",2019-07-01,479828,0,false,bvalkin,2019-10-28T18:51:34Z,"tech house,house","PIV Records",0.808,0.516,11,-10.836,0,0.0802,0.00859,0.843,0.0847,0.631,125.999,4
spotify:track:12NdN17WK14sPES52OriMv,"Spiral","Spiral","AWSI;Prodot",2019-03-15,427086,0,false,bvalkin,2019-10-29T12:53:28Z,"minimal techno,tech house","AWSI",0.804,0.672,6,-7.891,1,0.0823,0.000316,0.889,0.0785,0.592,127.014,4
spotify:track:219J1uBxrICSHVSsZHZeXM,"Hope","Memories, Pt. II","Code Deploy",2017-05-29,519508,0,false,bvalkin,2019-11-01T13:32:34Z,"dub techno,minimal techno","Berg Audio",0.788,0.775,6,-10.796,0,0.138,0.0108,0.897,0.103,0.223,126.021,4
spotify:track:6Cj3pqkzV6JlfI3Zg0jGKM,"Swerve - Original Mix","Swerve EP","Archie Hamilton;Benson Herbert",2018-09-14,442225,0,false,bvalkin,2019-11-01T13:50:22Z,"tech house,minimal techno","Moscow Records",0.81,0.643,1,-10.428,1,0.0581,0.000838,0.882,0.0699,0.683,124.996,4
spotify:track:5VOxs6X2qCyR0TBLHc1TtU,"Instate - Original Mix","The Wasteline EP","Rich NxT",2014-06-20,360737,0,false,bvalkin,2019-11-01T13:59:48Z,"tech house,minimal techno","Fuse London",0.812,0.71,11,-8.917,0,0.0475,0.0000682,0.91,0.463,0.708,123.991,4
spotify:track:6whOFbjqn59QAGQ3WQn0yN,"Mind Blank - Original Mix","Works On Sunday EP","Archie Hamilton",2015-08-17,523561,0,false,bvalkin,2019-11-01T14:39:06Z,"tech house,minimal techno","Fuse London",0.81,0.779,1,-12.542,1,0.0704,0.000528,0.857,0.0795,0.568,125.001,4
spotify:track:5JcTPYvJmKbgQa9tffD3fg,"Stick Out","Stick Out EP","iO (Mulen)",2016-07-29,545806,17,false,bvalkin,2019-11-01T14:50:24Z,"minimal techno,dub techno","Memoria Recordings",0.793,0.728,5,-9.579,0,0.0483,0.00946,0.892,0.106,0.0529,123.998,4
spotify:track:1d4vblQr49X3kvyeq9v4qd,"Focus","Home","Mihai Popoviciu",2016-07-27,437593,0,false,bvalkin,2019-11-08T13:11:11Z,"dub techno,tech house,minimal techno,deep house","Bondage Music",0.811,0.761,8,-8.856,0,0.0561,0.00854,0.948,0.0681,0.724,123.008,4
spotify:track:5ojDFLRmp2PQuvLwyc8Wtn,"Cassandra - Original Mix","Cassandra","Donato Dozzy",2015-09-18,449032,34,false,bvalkin,2019-11-28T08:45:44Z,"dub techno,minimal techno,ambient","Claque Musique",0.811,0.675,6,-11.423,1,0.0719,0.027,0.87,0.0755,0.642,123.993,4
spotify:track:43XEYFomgrPaNXxqLheCgQ,"Jam on the moon - Limitu & Jesse Maas Remix","Jam on the moon","Alessio Viggiano;F.eht;Limitu;Jesse Maas",2018-08-30,348100,19,false,bvalkin,2019-12-04T09:05:03Z,"minimal techno,dub techno,lo-fi house,tech house","Blind Vision Records",0.806,0.721,11,-8.786,0,0.0445,0.00019,0.867,0.0991,0.74,127.009,4
spotify:track:4bAYL09yxKIf1YNx1HwoBZ,"You Know It's Alright","You Know It's Alright / Pearl Leaf","Mryn",2018-04-27,663625,0,false,bvalkin,2019-12-04T15:52:59Z,"lo-fi house","Valby Rotary",0.842,0.737,7,-10.558,1,0.0574,0.000963,0.818,0.0764,0.187,123.025,4
spotify:track:2TMTqyY5dck7Ac7fNVjpC8,"Black Men & White - Original Mix","Lasting EP","AWSI",2018-09-28,530458,8,false,bvalkin,2019-12-06T14:55:31Z,"minimal techno,tech house","Ladeep",0.809,0.868,1,-8.757,1,0.0609,0.0231,0.886,0.0706,0.647,127.017,4
spotify:track:1qyXeXjdcH6Xw4eGNvSSQq,"Jus Dance (Christian Nielsen Remix) [Mixed]","Ibiza Appreciation 18 (DJ Mix)","Mr. V",2018-10-24,337439,0,false,bvalkin,2020-01-09T16:17:49Z,"funky house","Lazare Hoche",0.806,0.717,8,-7.263,0,0.0694,0.00635,0.628,0.0837,0.818,124.988,4
spotify:track:76p01107IKsCVwbSrTdqRM,"Pacific","PIV Spring Sampler","Prunk",2019-05-10,321928,0,false,bvalkin,2020-01-11T22:01:35Z,"house,lo-fi house,tech house","PIV Records",0.81,0.918,7,-9.741,1,0.0643,0.00158,0.888,0.0738,0.668,125.996,4
spotify:track:2cQXPqngh2HA0NnI1Jtl1c,"No Way!","PIV ADE SAMPLER 2019","Prunk",2019-10-18,340327,0,false,bvalkin,2020-01-11T22:02:13Z,"house,lo-fi house,tech house","PIV Records",0.804,0.882,7,-9.078,1,0.0609,0.0117,0.856,0.112,0.275,126.009,4
spotify:track:4QEiHucPgkmL30LE52deHG,"Bocado","Bocado EP","Prunk;Aron Volta",2019-10-04,432818,0,false,bvalkin,2020-01-11T22:03:14Z,"house,lo-fi house,tech house","PIV Records",0.797,0.93,5,-8.13,0,0.0617,0.000451,0.887,0.0539,0.263,126.127,4
spotify:track:0xN6re4hdDxQabFRfY8IfO,"Sleepy Rhythm","Bocado EP","Prunk;Aron Volta",2019-10-04,398364,0,false,bvalkin,2020-01-11T22:03:33Z,"house,lo-fi house,tech house","PIV Records",0.793,0.924,9,-8.866,1,0.0742,0.0143,0.932,0.101,0.747,127.051,4
spotify:track:5S8cqMnTVUV3f5JiTjpMl4,"What Is This","Who Said That","James Dexter",2017-08-24,410000,24,false,bvalkin,2020-01-11T22:07:02Z,"tech house,minimal techno","Cyclic Records",0.814,0.841,7,-10.652,1,0.132,0.000143,0.788,0.0901,0.714,123.011,4
spotify:track:7FjjcTtudATOjWY8hKWdwD,"A New Day","Collection I","Jesse Maas",2018-09-19,443825,6,false,bvalkin,2020-01-21T18:43:59Z,"tech house","hedZup records",0.81,0.781,0,-9.709,1,0.0506,0.0161,0.92,0.119,0.596,126.025,4
spotify:track:52vIroGBQ0huJSJFMNBTSQ,"The Inner Truth","Collection I","Kerouac & Smile",2018-09-19,376320,6,false,bvalkin,2020-01-21T18:44:50Z,"minimal techno","hedZup records",0.811,0.72,8,-8.813,0,0.0586,0.00126,0.884,0.0721,0.433,124.996,4
spotify:track:4Gb7a65Xi5GxaEw2vOjgTo,"Planet 34","PIV Spring Sampler","Jesse Maas",2019-05-10,367629,0,false,bvalkin,2020-01-21T18:45:41Z,"tech house","PIV Records",0.792,0.836,11,-10.702,0,0.0655,0.0345,0.799,0.0647,0.715,126.014,4
spotify:track:3Tcf8TRUzxWZdQR8xMyGqV,"Thank U - Rossi. Remix","Thank U EP","LEON (Italy);Rossi.",2019-10-18,406305,19,false,bvalkin,2020-02-10T19:19:29Z,"tech house,house","Moan",0.809,0.903,2,-8.959,1,0.0531,0.00968,0.836,0.0622,0.881,127.005,4
spotify:track:4VyMOtII9DNZQa3QwDuHLT,"Dub Inventions: A1","Dub Inventions EP","Rossi.",2018-10-26,418080,21,false,bvalkin,2020-02-10T19:22:30Z,"house,tech house","LowerHand Records",0.812,0.827,7,-7.293,1,0.0606,0.00702,0.882,0.0411,0.671,125.016,4
spotify:track:4dTzOp6G8jYlba3FgZFLUf,"One Morning In Staines","One Morning In Staines","Charlie Banks",2019-07-26,495238,0,false,bvalkin,2020-02-10T19:24:56Z,"tech house,minimal techno","Moss Co.",0.81,0.871,9,-10.244,1,0.0815,0.00066,0.867,0.417,0.381,125.995,4
spotify:track:5Z76074clRPE8ZeL05zD5j,"Telegram - Original Mix","Driven EP","Archie Hamilton",2017-04-03,464746,0,false,bvalkin,2020-02-10T19:27:08Z,"tech house,minimal techno","Fuse London",0.81,0.78,0,-9.09,1,0.0637,0.00314,0.914,0.124,0.726,125.976,4
spotify:track:6H4mPbpdKsEBxN8F8dpkRR,"Catch This","Catch This EP","Aron Volta",2019-04-08,438400,0,false,bvalkin,2020-02-10T19:27:57Z,"tech house","PIV Records",0.758,0.848,8,-8.929,0,0.0525,0.0146,0.861,0.105,0.267,123.994,4
spotify:track:6JulrBaVVA3Yoc8QsFnycn,"Citron","""Construction Tools"", Vol, I,II & III","Traumer",2019-12-06,381639,0,false,bvalkin,2020-02-10T19:40:24Z,"minimal techno,dub techno,tech house","Berg Audio",0.804,0.776,11,-8.99,0,0.0695,0.0116,0.867,0.0557,0.904,126,4
spotify:track:0aaTrekfgJgLiH00lnPKm7,"Freya","Cantec De Leagane / Freya","Dave Pad;Anjei",2017-03-24,284878,34,false,bvalkin,2020-02-10T19:43:23Z,"dub techno,deep house,organic house,lounge","Anjunadeep",0.64,0.667,11,-10.19,0,0.0379,0.000211,0.899,0.0748,0.288,122.994,4
spotify:track:5hr3RYHIuoHcEUQlJz9pkx,"Distance","Closer to Distance","Malini;Mikhu;Lorik",2017-12-25,501508,0,false,bvalkin,2020-02-10T19:44:52Z,"minimal techno","Studio 405",0.808,0.709,7,-10.967,1,0.0507,0.0195,0.905,0.0587,0.588,124.01,4
spotify:track:3kJUIF5JCUW16yTRcgZNC7,"Classroom","Classroom","Traumer",2016-03-07,516496,0,false,bvalkin,2020-02-10T19:50:03Z,"minimal techno,dub techno,tech house","Gettraum",0.805,0.46,1,-10.943,1,0.054,0.0155,0.846,0.0722,0.185,126,4
spotify:track:6mFd2NwKbeU7t9Wnjx2V14,"Detune - AWSI Retuned Remix","En Efecto","Lautaro Scavuzzo;AWSI",2020-01-20,448000,0,false,bvalkin,2020-02-17T11:36:05Z,"minimal techno,tech house","Island Beats",0.803,0.63,4,-10.5,1,0.0966,0.0211,0.897,0.0888,0.476,129.011,4
spotify:track:0swfXEGZvntDJ5quBCEWYx,"Luna Llena","Be Water","Mark Alow",2017-06-16,419399,5,false,bvalkin,2020-02-18T15:09:33Z,"organic house,tribal house,deep house","Akbal Music",0.811,0.468,10,-10.994,0,0.0507,0.0021,0.882,0.0762,0.211,121.001,4
