Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4Jwes4qshAzDjBiUwGPZeR,"Voyager - Marlon Hoffstadt aka DJ Daddy Trance Remix","Voyager EP","Tjade;Marlon Hoffstadt;DJ Daddy Trance",2022-07-25,316000,38,false,1143978511,2023-06-30T14:29:10Z,"hard house,eurodance,trance,techno,hypertechno","Bordello A Parigi",0.702,0.934,7,-7.421,1,0.0458,0.0000284,0.897,0.289,0.926,146.998,4
spotify:track:3IAxJkFW0AeEHhmSFHjX0G,"Haze - Marlon Hoffstadt AKA DJ Daddy Trance Remix","Haze Remixes","Anfisa Letyago;Marlon Hoffstadt",2023-01-20,416318,32,false,1143978511,2023-06-30T14:29:23Z,"techno,hard house,eurodance,trance","N:S:DA",0.711,0.952,9,-5.724,0,0.0385,0.000212,0.895,0.24,0.333,150.033,4
spotify:track:0JCxpfi6FGPzmNifd5EOCn,"Bass Is Pumping","It's That Time","Marlon Hoffstadt",2023-04-21,333750,0,false,1143978511,2023-06-30T14:29:34Z,"hard house,eurodance,trance,techno","Midnight Themes",0.735,0.958,11,-6.995,0,0.044,0.00016,0.146,0.243,0.971,142.991,4
spotify:track:18foj3KoiCQSEyXzOyy0kh,"Need Me - Short Mix","Faded Memories","Marlon Hoffstadt;Dangerous Dreaming",2023-03-31,230690,34,false,1143978511,2023-06-30T14:29:58Z,"hard house,eurodance,trance,techno","Midnight Themes",0.702,0.92,0,-7.642,0,0.0569,0.000328,0.685,0.0919,0.673,146.007,4
spotify:track:4bsa3JmmRBjI3wGde2DsRt,"Game Over - Extended Mix","Game Over","Club Caviar",2001-04-19,421080,23,false,1143978511,2023-06-30T14:31:30Z,"hard house","Armada Music",0.689,0.995,7,-8.024,1,0.0719,0.00564,0.811,0.152,0.448,138.005,4
spotify:track:7kBYPyaxF3oE9EgjOMpGKs,"Reach Out","Reach Out","MALUGI",2023-06-16,138000,46,false,1143978511,2023-06-30T14:31:37Z,"hard house,eurodance,trance,uk garage","Method 808, distributed by gamma.",0.667,0.94,2,-7.445,0,0.0385,0.0006,0.915,0.079,0.875,142.995,4
spotify:track:0Ax8qv3vtUy0nyaw0i4Kf6,"Blow Ya Mind - Club Caviar Extended Remix","Blow Ya Mind","Lock 'N Load;Club Caviar",1999-05-29,392840,0,false,1143978511,2023-06-30T14:31:44Z,"hard house","Blue White Records",0.607,0.98,1,-8.231,1,0.0599,0.0014,0.267,0.0492,0.376,137.968,4
spotify:track:1yw28y3kv8uS7ENaZkbUFt,"My Barn My Rules","Farm Fantasies","MCR-T;horsegiirL",2022-03-04,266344,0,false,1143978511,2023-06-30T14:31:55Z,"miami bass,gabber","Live From Earth Klub",0.849,0.692,1,-11.519,1,0.102,0.00321,0.164,0.0815,0.639,146.99,4
spotify:track:23LmGBgZLAnBLxrEIYd16O,"Never Let Me Go","Never Let Me Go","DJ HEARTSTRING",2023-03-03,249250,39,false,1143978511,2023-06-30T14:32:48Z,"hard house,eurodance,trance,hypertechno","Teenage Dreams",0.725,0.952,7,-5.704,1,0.0672,0.00107,0.328,0.116,0.929,148.051,4
spotify:track:23uyazeEUo5vc0Xfv97DZb,"The Heat - DJ Heartstring Remix","The Heat","Marlon Hoffstadt;DJ Daddy Trance;DJ HEARTSTRING",2021-10-22,323438,32,false,1143978511,2023-06-30T14:33:33Z,"hard house,eurodance,trance,techno,hypertechno","Midnight Themes",0.731,0.983,11,-7.747,0,0.065,0.0006,0.831,0.23,0.962,150.008,4
spotify:track:1mRvDLnmfNcvDsxzdYZQP1,"ADHDisco","Return of the Golden Funk","Narciss",2022-09-16,300646,0,false,1143978511,2023-06-30T14:33:48Z,"hard house,eurodance,trance,techno,hypertechno","Eurodance Inc",0.75,0.847,1,-7.834,1,0.0777,0.000152,0.855,0.118,0.208,144.001,4
spotify:track:7hPZUHWSGG5Kn9ZI50HvIx,"Can't Stop The Night","Can't Stop The Night","DJ HEARTSTRING",2022-01-21,333622,1,false,1143978511,2023-06-30T14:36:02Z,"hard house,eurodance,trance,hypertechno","DJ HEARTSTRING",0.685,0.968,0,-4.915,1,0.0445,0.0015,0.878,0.149,0.969,150.001,4
spotify:track:0ybQnh8hxq3HNKy2fn2PRD,"whiteflower","FLOWERS OF FLESH AND BLOOD","MRD",2020-05-01,460273,30,false,1143978511,2023-06-30T14:36:08Z,"hard techno,techno,acid techno,hard house","AUTO",0.53,0.945,1,-7.819,1,0.0405,0.0437,0.848,0.111,0.2,146.009,4
spotify:track:3T2ZEAcnzOuPIj0c3h2cIi,"Power 2 Tha People","Power 2 Tha People","Narciss",2022-08-05,344166,0,false,1143978511,2023-06-30T14:36:36Z,"hard house,eurodance,trance,techno,hypertechno","Eurodance Inc",0.742,0.916,1,-6.389,1,0.0506,0.000206,0.843,0.111,0.374,144.007,4
spotify:track:6B8aRHW57dqfCvxhula6iz,"Hot Right Now","Hot Right Now","MALUGI;Alvin Paris",2023-02-24,291250,29,false,jannick023,2023-07-01T12:49:20Z,"hard house,eurodance,trance,uk garage","MLG NRG",0.758,0.86,0,-6.412,1,0.0598,0.000182,0.939,0.0741,0.417,145.997,4
spotify:track:5cvWAwIWcYA9UU4YwcNjzG,"What's Poppin - Narciss' Champagne Poppin Remix","Quit Asking EP","Versus;Narciss",2022-01-20,347500,25,false,jannick023,2023-07-01T12:49:24Z,"hard house,techno,hard techno,eurodance,trance,hypertechno","Bipolar Disorder Rec.",0.617,0.99,7,-6.905,1,0.0588,0.000116,0.771,0.0993,0.378,145.007,4
spotify:track:7gYJdtArcb2RsVK32YuqKp,"WTSO","Out of Red","MRD",2022-01-21,460000,20,false,jannick023,2023-07-01T12:49:54Z,"hard techno,techno,acid techno,hard house","NALI",0.555,0.951,5,-6.888,1,0.0501,0.000484,0.809,0.0952,0.0387,143.993,4
spotify:track:5dRLF2IgfKRXI6wvc48465,"Turn the Tide","Chances","Sylver",2001-05-07,480893,58,false,jannick023,2023-07-01T12:49:59Z,"eurodance","Byte Records",0.694,0.84,9,-8.141,0,0.0401,0.0118,0.089,0.0505,0.496,138.02,4
spotify:track:476wNk4smwCOgSuvZc1Br3,"Save Me Another Time","FLOWERS OF FLESH AND BLOOD","MRD",2020-05-01,346285,30,false,jannick023,2023-07-01T12:50:07Z,"hard techno,techno,acid techno,hard house","AUTO",0.525,0.927,0,-6.334,0,0.0354,0.0000561,0.854,0.05,0.722,139.997,4
spotify:track:2zsmGsYRisciadHjazHLPY,"Ode to Sunset","Hands In The Air Eurodance","Marlon Hoffstadt",2020-05-29,416712,0,false,jannick023,2023-07-01T12:50:30Z,"hard house,eurodance,trance,techno","Midnight Themes",0.666,0.773,0,-7.191,0,0.0386,0.0000768,0.798,0.11,0.392,139.009,4
spotify:track:6gTynV4nOsbPyvqKn882z1,"Outside World","The Greatest Trance Tracks of All Times","Sunbeam",2012-08-03,343573,0,false,jannick023,2023-07-01T12:50:38Z,"gabber,happy hardcore,trance,hardcore","KNM Special Marketing",0.601,0.565,0,-11.625,0,0.0399,0.0374,0.927,0.108,0.372,149.859,4
spotify:track:0QmIykIkfezWfODoHwqlnm,"The Dawn - Original Mix","The Dawn","Tony De Vit",2018-07-06,521566,33,false,1143978511,2023-07-04T13:19:02Z,"hard house,trance,hi-nrg","Maelstrom Records",0.701,0.998,6,-5.468,1,0.0757,0.00435,0.908,0.0636,0.284,144.884,4
spotify:track:1nvoh304h7a0RQgPgquxgZ,"Euro Visions - Marlon Hoffstadt AKA Dj Daddy Trance Remix","Euro Visions (Marlon Hoffstadt AKA Dj Daddy Trance Remix)","S7RENS;Marlon Hoffstadt",2022-02-09,374774,28,false,jannick023,2023-07-05T15:46:13Z,"eurodance,hard house,trance,techno","Syracuse Musique",0.74,0.868,11,-7.439,0,0.0451,0.00224,0.827,0.112,0.775,138.008,4
spotify:track:5ix8OYFmbkHzDcYfX8tT95,"Destiny of the Moment","Destiny of the Moment","DJ HEARTSTRING",2021-07-28,336000,36,false,jannick023,2023-07-05T15:46:15Z,"hard house,eurodance,trance,hypertechno","Union Trance Mission",0.744,0.923,0,-6.419,1,0.0459,0.00302,0.92,0.0908,0.946,150.003,4
spotify:track:0dHOaVumC4OVFmgrixoBpQ,"Move - Trans Mix","Move","X-COAST",2019-10-04,336530,0,false,jannick023,2023-07-05T15:46:17Z,"hard house,lo-fi house","Riviera Music",0.656,0.892,9,-6.25,0,0.0323,0.000899,0.676,0.265,0.887,139.999,4
spotify:track:0jGWxvf7jMxiHm812kFN8a,"World, Hold On","World, Hold On","Justin Tinderdate",2023-01-06,352653,31,false,jannick023,2023-07-05T15:46:19Z,"hard house,eurodance,trance,hypertechno","Justin Tinderdate",0.719,0.62,1,-9.651,0,0.0538,0.000216,0.808,0.139,0.57,147.009,4
spotify:track:76Mr9GLGdotbLi9PlqROYB,"DJ Dolphin","A/B Series #5","Grand V",2022-03-15,413513,25,false,jannick023,2023-07-05T15:46:29Z,"eurodance,hard house,trance","Union Trance Mission",0.65,0.977,9,-7.288,0,0.0348,0.0865,0.779,0.0655,0.809,148.001,4
spotify:track:3wIlXmyv9npTEX4T3xKBmT,"Just Go","Just Go","Benwal",2023-02-02,360000,0,false,jannick023,2023-07-05T15:46:34Z,"hard house,eurodance,trance,uk garage","Benwal",0.676,0.997,9,-7.909,1,0.0451,0.0111,0.922,0.0844,0.631,152.033,4
spotify:track:0Wh4YlbUtNSrgHq6HnfD0c,"Vigour - Julian Muller Remix","Fatigue","CAIVA;Julian Muller",2022-03-25,349393,33,false,jannick023,2023-07-05T15:46:37Z,"techno,acid techno,hard house,hard techno","Lobster Theremin",0.754,0.96,1,-9.036,0,0.0548,0.00418,0.889,0.0883,0.585,145.974,4
spotify:track:4neuh2ZHIDdQ3gLezEossO,"House of Pleasure","Return of the Golden Funk","Narciss",2022-09-16,353792,0,false,jannick023,2023-07-05T15:46:41Z,"hard house,eurodance,trance,techno,hypertechno","Eurodance Inc",0.725,0.959,9,-6.592,0,0.0718,0.0000489,0.834,0.0733,0.371,143.004,4
spotify:track:2CXgBOHvaylFWhzk8aoNPG,"It Ain't Over","It Ain't Over","DJ HEARTSTRING",2023-06-30,215096,57,false,1143978511,2023-07-14T05:30:01Z,"hard house,eurodance,trance,hypertechno","Teenage Dreams",0.649,0.987,9,-6.174,0,0.0449,0.0218,0.33,0.0372,0.779,145.993,4
spotify:track:71qJ3uIUHM1QlnXnNYpnD3,"Will You Remember Me When I'm Gone?","4 The People","DJ HEARTSTRING",2022-01-28,399274,46,false,jannick023,2023-07-18T15:50:29Z,"hard house,eurodance,trance,hypertechno","DJ HEARTSTRING",0.66,0.911,11,-6.226,1,0.0472,0.0734,0.919,0.36,0.89,75.013,4
spotify:track:4IhCpufYdnbCIjwWw7tqty,"1, 2 Step - DJ HEARTSTRING Remix","1, 2 Step (DJ HEARTSTRING Remix)","Ciara;DJ HEARTSTRING",2023-07-28,185953,47,false,1143978511,2023-07-29T12:17:01Z,"hard house,eurodance,trance,hypertechno","LaFace Records",0.709,0.951,5,-5.84,0,0.0523,0.00153,0.246,0.0536,0.807,145.994,4
spotify:track:6NT2Yovx1t0mMvbwBzRsYc,"Day 'N' Night","Day 'N' Night","Marlon Hoffstadt;DJ Daddy Trance",2023-08-11,200040,50,false,1143978511,2023-08-11T05:19:14Z,"hard house,eurodance,trance,techno,hypertechno","FUTURE TRANCE",0.691,0.734,7,-7.037,1,0.0537,0.00104,0.0836,0.0901,0.733,146.966,4
spotify:track:4y5vPe12J3gvJnHGWhQHIw,"The Birds","The Birds","Question Mark",2002-01-14,348316,29,false,1143978511,2023-08-13T07:26:36Z,"hard house","Glamzoo",0.759,0.995,9,-7.82,1,0.0737,0.00977,0.036,0.273,0.429,140.009,4
spotify:track:3kzWSM2WWJceyKOMRHzntJ,"I Need Your Lovin' (Like The Sunshine) - Club Mix","I Need Your Lovin' (Like The Sunshine)","Infectious!",1993,370426,46,false,jannick023,2023-08-18T15:08:06Z,"","CNR Music",0.659,0.911,9,-10.972,0,0.0402,0.000133,0.401,0.0984,0.458,153.831,4
spotify:track:0LRKjh16qBARHI0Eu8xFOx,"Want 2 B Loved","Destiny of the Moment","DJ HEARTSTRING",2021-07-28,313378,28,false,1143978511,2023-08-25T14:49:36Z,"hard house,eurodance,trance,hypertechno","Union Trance Mission",0.747,0.94,11,-9.421,0,0.0531,0.000637,0.798,0.0969,0.664,147.996,4
spotify:track:2gObGJr38cheC1u3hFad8G,"Mindblower","Mindblower","Mass Medium",2001-06-14,353826,24,false,1143978511,2023-08-25T14:53:02Z,"hard house,uk garage","Armada Music",0.676,0.976,11,-7.608,1,0.0587,0.00163,0.809,0.0231,0.721,137.995,4
spotify:track:14F0P1p8fnJhlIgMdg6NyK,"Deliverance","Deliverance","K90",1999-08-13,218156,31,false,1143978511,2023-09-06T14:18:20Z,"hard house,trance","Armada Music Bundles",0.532,0.887,1,-9.082,1,0.0344,0.000145,0.887,0.314,0.196,143.402,4
spotify:track:4LnyoXiaAI0MC8S62wxh8m,"Take It Back (Right Now)","Take It Back (Right Now)","Janis Zielinski;MALUGI",2023-09-08,160541,44,false,1143978511,2023-09-11T08:59:30Z,"hard house,eurodance,trance,hypertechno,uk garage","Second Phase",0.63,0.869,7,-6.567,1,0.0396,0.000661,0.131,0.109,0.653,149.023,4
spotify:track:2Vl7tpgcrVNT2FlAFs9oPm,"Heartbreak Repair System","Heartbreak Repair System","DJ HEARTSTRING;Narciss",2023-09-15,170096,43,false,1143978511,2023-09-15T05:52:10Z,"hard house,eurodance,trance,hypertechno,techno","Polydor Records",0.603,0.954,6,-5.874,1,0.0401,0.000222,0.922,0.102,0.768,142.009,4
spotify:track:0sC9Lwe43EqmHH1dEKPOo3,"Techno Positivo","Techno Positivo","Kendal",2023-06-23,305992,0,false,jannick023,2023-09-16T07:21:42Z,"italo disco,indie dance,ebm,hard house,hi-nrg,italo dance","Ritmo Fatale",0.541,0.957,8,-8.519,1,0.0597,0.000536,0.311,0.622,0.854,147.994,4
spotify:track:5XVjNRubJUW0iPhhSWpLCj,"Better Off Alone","Who Needs Guitars Anyway?","Alice Deejay",2000-10-01,214883,81,false,1143978511,2023-09-19T10:24:08Z,"eurodance,europop","Universal Music, a division of Universal International Music BV",0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,4
spotify:track:7qhul0dvGk6yWa5ZpSpSii,"Rubb It In - Raoul Luciano Remix","Rubb It In","Fierce Ruling Diva",2001-07-01,397622,18,false,1143978511,2023-09-19T17:48:44Z,"acid house,hard house,chicago house","Recharge",0.701,0.961,5,-8.967,0,0.0483,0.000814,0.844,0.432,0.45,137.979,4
spotify:track:56ZCxxZNh9WfHWI3licFFz,"U Got The Love","U Got The Love","Hyperlogic",1996-08-01,437226,19,false,1143978511,2023-09-19T17:48:52Z,"hard house,trance","Glamzoo",0.677,0.996,1,-10.089,1,0.044,0.0456,0.875,0.0777,0.372,141.853,4
spotify:track:5LIVkfYmXOqrobt4d7SNzF,"Gimmy Pouwa - Original Edit","Classic Collection, Vol. 1","Jas Van Houten",2019-05-24,187716,30,false,1143978511,2023-09-19T17:49:25Z,"hard house","Glamzoo",0.703,0.922,6,-8.111,0,0.0518,0.00165,0.917,0.0631,0.739,140.019,4
spotify:track:4J80B3tZUxgPB3bp2Pvc9b,"Infinite Teenage Dream","Teenage Dreams","DJ HEARTSTRING",2023-04-07,271250,33,false,1143978511,2023-10-08T08:07:00Z,"hard house,eurodance,trance,hypertechno","Teenage Dreams",0.657,0.98,3,-5.679,0,0.0572,0.00402,0.926,0.0463,0.968,149.999,4
spotify:track:1B2xkcuOPjhtCWyojUKbUk,"Hero Dance","Hero Dance","Grand V",2020-11-30,434000,35,false,1143978511,2023-10-08T08:11:46Z,"eurodance,hard house,trance","Union Trance Mission",0.645,0.96,10,-5.807,0,0.0385,0.000336,0.898,0.0765,0.965,148.006,4
spotify:track:3upQUSVe7MBSWcrJvMaeME,"Morninglight - Original Mix","Morninglight","Team Deep",1996-07-17,506985,24,false,jannick023,2023-10-08T18:33:50Z,"trance,melodic techno","Armada Music",0.693,0.913,10,-8.073,0,0.0618,0.00103,0.54,0.0715,0.568,133.817,4
spotify:track:1z7RJrdeNk3do0znCWNiBT,"Can't Be Stopped","Can't Be Stopped","EFESIAN",2023-06-15,207781,35,false,jannick023,2023-10-08T18:34:29Z,"hard house,techno,hard techno","EFESIAN",0.692,0.994,11,-3.937,0,0.0972,0.00189,0.833,0.14,0.231,142.025,4
spotify:track:3e9tkIQ8eMrCBy6FVyo3gp,"Beautiful","Beautiful","Team Deep",2011-02-24,437335,5,false,jannick023,2023-10-09T10:09:21Z,"trance,melodic techno","Armada Music",0.751,0.75,1,-12.508,1,0.0678,0.00197,0.768,0.1,0.257,137.86,4
spotify:track:3lJf0POrVWwPKOKU78OhA3,"Kickin' Hard - DJ Daddy Trance Remix","Kickin' Hard (DJ Daddy Trance Remix)","Klubbheads;DJ Daddy Trance;Marlon Hoffstadt",2023-10-13,186512,36,false,1143978511,2023-10-13T05:12:04Z,"hard house,eurodance,trance,hypertechno,techno","Armada Music",0.668,0.961,7,-6.719,1,0.038,0.00117,0.293,0.0794,0.439,145.007,4
spotify:track:7Am8CJvEdFVORYjaJpKY76,"Further Together","Faster Alone, Further Together","MALUGI;Marlon Hoffstadt",2023-01-27,383000,25,false,1143978511,2023-10-13T16:14:52Z,"hard house,eurodance,trance,uk garage,techno","Midnight Themes",0.758,0.919,10,-7.16,0,0.095,0.000025,0.751,0.0348,0.604,151.01,4
spotify:track:2wQA0jhUWzVkfIj6Q9pG1s,"It's Time 2 Get Funky - Klubb Mix","It's Time 2 Get Funky","Da Klubb Kings",2019-05-17,362840,31,false,1143978511,2023-10-21T08:30:39Z,"hard house","Klubbkontrol",0.744,0.862,2,-10.435,1,0.065,0.00523,0.347,0.0232,0.9,132.841,4
spotify:track:06qO2gyOpRFyC3ldbR8WNB,"Short Notice","Short Notice","MALUGI",2023-05-19,328250,23,false,1143978511,2023-10-25T09:45:57Z,"hard house,eurodance,trance,uk garage","MLG NRG",0.758,0.998,2,-7.232,1,0.0516,0.0000213,0.906,0.281,0.705,146.981,4
spotify:track:5d7bXSZZypYOpVP9NsikAR,"Faster Alone","Faster Alone, Further Together","MALUGI;Marlon Hoffstadt",2023-01-27,368757,33,false,1143978511,2023-10-25T09:46:03Z,"hard house,eurodance,trance,uk garage,techno","Midnight Themes",0.644,0.938,5,-7.15,0,0.0476,0.000173,0.803,0.0724,0.895,146.997,4
spotify:track:1A1tYxcRB5x6lj9xRDiFna,"Let The Groove Be Your Guide","Let The Groove Be Your Guide","Arman John",2022-10-18,337600,33,false,1143978511,2023-10-25T09:47:35Z,"hard house,eurodance,trance,hypertechno,hard techno","Phased Records",0.597,0.998,7,-4.424,1,0.0714,0.000236,0.166,0.0784,0.89,149.971,4
spotify:track:1dynXuxZ4UFPgoSW5uTu8t,"God Is A Woman","SINDEX VA 004 - Uprising","John Mood",2022-04-15,339591,20,false,1143978511,2023-10-25T12:38:54Z,"hard house,eurodance,trance","SINDEX",0.747,0.954,9,-6.173,0,0.0652,0.000294,0.809,0.0387,0.902,147.002,4
spotify:track:1DNvYQWmYVnKzXZUYssNhX,"While U Sleep","Why Can't We Live Forever?","DJ HEARTSTRING;Narciss",2023-10-27,164826,53,false,jannick023,2023-10-27T11:08:45Z,"hard house,eurodance,trance,hypertechno,techno","Polydor Records",0.666,0.967,8,-3.997,1,0.0364,0.000637,0.872,0.098,0.965,146.915,4
spotify:track:0xyFqLGqzQWuzvan1ASbdv,"East Bridge Romance","Why Can't We Live Forever?","DJ HEARTSTRING;Narciss",2023-10-27,167049,42,false,jannick023,2023-10-27T11:08:58Z,"hard house,eurodance,trance,hypertechno,techno","Polydor Records",0.716,0.986,6,-5.459,0,0.048,0.00306,0.887,0.152,0.908,144.999,4
spotify:track:6UVMbsN3o13f4LriXGsAmU,"Why Can’t We Live Forever?","Why Can't We Live Forever?","DJ HEARTSTRING;Narciss",2023-10-27,151021,46,false,jannick023,2023-10-27T11:09:03Z,"hard house,eurodance,trance,hypertechno,techno","Polydor Records",0.682,0.896,0,-6.95,1,0.0452,0.00058,0.897,0.0441,0.153,143.006,4
spotify:track:578zKHSH2mJyj9GRDDltNB,"Aydee","Aydee","Benwal",2023-08-27,405906,1,false,jannick023,2023-10-27T13:44:12Z,"hard house,eurodance,trance,uk garage","Speedmaster Records",0.732,0.956,10,-8.962,1,0.0368,0.133,0.878,0.102,0.522,149.003,4
spotify:track:5YvroUTBozNzShCKeKYJ4E,"Speed It Up - Dr. Bounce Remix","Speed It Up","Club Caviar;Dr. Bounce",2003-03-15,452421,26,false,1143978511,2023-10-28T08:32:53Z,"hard house","Armada Music",0.688,0.98,7,-7.689,1,0.0629,0.00395,0.778,0.684,0.234,138.005,4
spotify:track:3cKpYl5XehhOyMWddo2YIj,"Work That Body - Intrique Hardclub Mix","Work That Body / To Da Beat","Temper;Intrique",2001-01-01,410466,31,false,1143978511,2023-11-01T11:02:52Z,"hard house","Armada Music",0.639,0.991,6,-9.277,1,0.0452,0.000431,0.564,0.406,0.87,137.013,4
spotify:track:6iv6WGROya0W1UE3J608k3,"Le voie le soleil - Original Full","Le voie le soleil (Mixes de lumière)","Patrick Prins",1993-06-28,370866,41,false,jannick023,2023-11-01T16:25:03Z,"hard house","Movin' Melodies",0.521,0.988,1,-6.438,0,0.048,0.00353,0.951,0.366,0.376,136.062,4
spotify:track:15RsuZQGxnJdqvGw3QsNlN,"Waterfall - Original Mix","Waterfall","Atlantic Ocean",1993-11-26,302333,27,false,jannick023,2023-11-01T16:29:47Z,"","High Fashion Music",0.665,0.992,8,-5.578,1,0.0472,0.000177,0.807,0.164,0.631,133.854,4
spotify:track:2FAik0wCT2bEcXMeYhoTkj,"I Got You","I Got You","Marlon Hoffstadt;DJ Daddy Trance",2023-11-03,164983,59,false,1143978511,2023-11-03T05:42:32Z,"hard house,eurodance,trance,techno,hypertechno","Method 808, distributed by gamma.",0.597,0.905,10,-8.415,0,0.0387,0.000774,0.305,0.243,0.818,149.984,4
spotify:track:2gNAftR4Cb3reFG8AieWFP,"Gotta Have It","Mindblower","Mass Medium",2001-06-14,365160,31,false,1143978511,2023-11-05T09:31:28Z,"hard house,uk garage","Armada Music",0.757,0.94,11,-9.022,1,0.0545,0.0017,0.104,0.0195,0.55,138.008,4
spotify:track:7vT1UrZuyr0nXK1sT6mzN1,"Only Me - Red Jerry '95 Edit","Only Me","Hyperlogic;Red Jerry",1998-04-27,276276,30,false,1143978511,2023-11-05T09:36:52Z,"hard house,trance","Glamzoo",0.628,0.95,8,-9.284,0,0.0386,0.0128,0.795,0.0579,0.53,139.854,4
spotify:track:2z1eTgub49WD8F7RWBO2Fg,"Inner Fire","Venture EP","Amazingblaze",2022-02-25,360780,0,false,1143978511,2023-11-05T09:40:39Z,"techno,hard techno,acid techno","KNTXT",0.595,0.985,11,-5.44,0,0.0491,0.0116,0.933,0.0379,0.274,145.012,4
spotify:track:7nXfHYbhQx7obnqimJb5FI,"Damn! - Extended Mix","Damn!","Rollercoaster NL",2021-11-12,345454,12,false,1143978511,2023-11-05T09:47:59Z,"hard house","Klubbkontrol",0.684,0.967,8,-4.717,1,0.0519,0.00458,0.00591,0.46,0.62,137.019,4
spotify:track:2HcfS1RY9zxCUqRjX0YeQE,"You Belong To Me - Red Jerry Mix","You Belong To Me","JX",1995-07-01,243373,0,false,1143978511,2023-11-05T09:52:21Z,"","Hooj Choons",0.772,0.945,10,-7.78,0,0.0503,0.129,0.0000118,0.0749,0.874,141.857,4
